StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
69,69B,"Liu et al., 2022",2022,"trial plot of Shandong University of Chinese Medicine, Shandong Province, China","36°35_27__N, 117°22_54__E ",36.59083,La20-40,117.38167,Lo-0-180,59.08333206,MAP600-1200,12.60000038,MAT8-15,,Bupleurum,"Bupleurum chinense, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Apiaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Unknow,No_Fertilizer,D1-3,D5,,2,2,R2,4,ITS1,,Fungal Shannon,Fungal Shannon,4.201,0.218,4.25,0.192,3,3,0.011596391,0.001577912,,,,,6.67,0.191772013,,1.062645012,0.04012306,,NA,NA,,NA,NA,,49.53,0.657071124,,43.58,0.356881439,,92.19,-0.229563944,,154.12,0.35675929,,NA,NA,,NA,NA
70,70B,"Liu et al., 2024 (b)",2024,"Yuxi City, Yunnan Province, China","24°18_N, 102°38_E",24.3,La20-40,102.63333,Lo-0-180,75,MAP600-1200,16.13333321,MAT15,,Tobacco,"Tobacco, Rape",Rapeseed,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,No_retention,Fertilizer,D10,D10-20,,14,2,R2,14,ITS1,,Fungal Shannon,Fungal Shannon,3.84948,0.384948,4.13447,0.413447,9,9,0.071421072,0.002222222,,,,,6.77,-0.056203097,,0.525,0.1839076,,NA,NA,,0.068,0.223143551,,NA,NA,,NA,NA,,97.8,-0.054635435,,148,0.052643733,,51.1,0.279823486,,1905,0.331962646
77,,"Lynn et al., 2021",2021,"Myaing Towship, Magway Region, central Myanmar.","21°50_51’’N, 94°50_19’’E",21.8475,La20-40,94.838611,Lo-0-180,64.25,MAP600-1200,26.76666641,MAT15,,Onion,"Peanut, Onion",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Amaryllidaceae to Fabaceae,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1-3,D5,,3,2,R2,3,ITS1,,Fungal Shannon,Fungal Shannon,6.27451,1.403757898,4.33987,1.267913153,3,3,-0.368651001,0.045135573,,,,,7.57068,0.117322087,,0.591503,0.332683903,,NA,NA,,0.0521912,0.173245767,,4.19048,0.358944183,,0.0214215,5.6141939,,NA,NA,,NA,NA,,NA,NA,,NA,NA
79,79B,"Ma et al., 2022",2022,"Wenjiang experimental site of the Sichuan Agricultural University in Chengdu, Sichuan Province, China","30°4_12.86_N, 103°5_24.348_E",30.07024,La20-40,103.0901,Lo-0-180,134.5833282,MAP1200,16.98333359,MAT15,,Potato,"Potato, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Vegetative stage,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,6,2,R2,6,ITS1,,Fungal Shannon,Fungal Shannon,4.98,0.391918359,5.54,0.269443872,6,6,0.10656461,0.001426486,,,,,4.511627907,-0.031416196,,1.751083483,-0.077961541,,NA,NA,,0.190697674,0.059188871,,159.7560976,-0.031010237,,170.9302326,0.139466128,,137.962963,-0.30346594,,336.1111111,-0.353139289,,NA,NA,,12657.34266,0.754746303
82,,"Maguire et al., 2020",2020,"Chajarí, Entre Ríos province, Argentina","30°32_24.61”S, 58°14_47.64”W",-30.540169,La20,-58.246567,Lo-180-0,109.8333359,MAP1200,19.52499962,MAT15,,Rice,"Rice, Perennial ryegrass",Perennial ryegrass,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D20-30,,4,2,R2,24,ITS2,,Fungal Shannon,Fungal Shannon,4.78,0.219970453,4.94,0.361998619,3,3,0.032924785,0.002495855,,,,,6.98,0.136392625,,1.34,0.454018334,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
83,83C,"Mei et al., 2022",2022,Wujia Town in Heilongjiang Province.,"45°31_N, 126°23_E",45.51667,La40,126.38333,Lo-0-180,43.83333206,MAP600,4.041666508,MAT8,,Maize,"Alfalfa, Alfalfa, Maize, Maize",Alfalfa,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D1,D5,,1,2,R2,4,ITS2,,Fungal Shannon,Fungal Shannon,4.748934,0.504333333,5.123404,0.25217037,4,4,0.07589889,0.003425206,,,,,5.92,0.066963787,,1.567285383,0.029537243,,NA,NA,,0.128,0.00778214,,NA,NA,,NA,NA,,30.35,0.141979952,,116.17,-0.141618705,,88.67,0.308800679,,NA,NA
83,83D,"Mei et al., 2022",2022,Wujia Town in Heilongjiang Province.,"45°31_N, 126°23_E",45.51667,La40,126.38333,Lo-0-180,43.83333206,MAP600,4.041666508,MAT8,,Maize,"Alfalfa, Alfalfa, Maize, Maize",Alfalfa,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D1,D5,,1,2,R2,4,ITS2,,Fungal Shannon,Fungal Shannon,5.462618,0.290755556,4.621494,0.072688889,4,4,-0.167210133,0.000770109,,,,,6.63,0.037013848,,1.288863109,0.247858117,,NA,NA,,0.11,0.151549898,,NA,NA,,NA,NA,,16.57,0.547559612,,88.17,0.294970858,,76.42,0.451663881,,NA,NA
85,NA,"Neupane et al., 2021",2021,the Northwestern Illinois Agricultural Research and Demonstration Center,"40°55_N, 90°43_W",40.91667,La40,-90.71667,Lo-180-0,79.25,MAP600-1200,10.22499943,MAT8-15,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4.333333333,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,6.41377,0.641377,6.60205,0.660205,12,12,0.028932965,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5614,-0.113827563
85,NA,"Neupane et al., 2021",2021,the Northwestern Illinois Agricultural Research and Demonstration Center,"40°55_N, 90°43_W",40.91667,La40,-90.71667,Lo-180-0,79.25,MAP600-1200,10.22499943,MAT8-15,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D10-20,,6.5,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,6.41377,0.641377,6.67312,0.667312,12,12,0.039640275,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5614,-0.156022755
85,NA,"Neupane et al., 2021",2021,the Northwestern Illinois Agricultural Research and Demonstration Center,"40°55_N, 90°43_W",40.91667,La40,-90.71667,Lo-180-0,79.25,MAP600-1200,10.22499943,MAT8-15,,Maize,"Soybean, Maize",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4.333333333,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,6.41377,0.641377,6.41333,0.641333,12,12,-6.86E-05,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5614,-0.173666565
85,NA,"Neupane et al., 2021",2021,the Crop Sciences Research and Education Center at Urbana,"40°5_N, 88°13_W",40.08333,La40,-88.21667,Lo-180-0,84.41666412,MAP600-1200,11.29166698,MAT8-15,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4.333333333,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,6.77987,0.677987,6.74214,0.674214,12,12,-0.005580546,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5256,-0.090337783
85,NA,"Neupane et al., 2021",2021,the Crop Sciences Research and Education Center at Urbana,"40°5_N, 88°13_W",40.08333,La40,-88.21667,Lo-180-0,84.41666412,MAP600-1200,11.29166698,MAT8-15,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D10-20,,6.5,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,6.77987,0.677987,6.71698,0.671698,12,12,-0.009319279,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5256,-0.122503062
85,NA,"Neupane et al., 2021",2021,the Crop Sciences Research and Education Center at Urbana,"40°5_N, 88°13_W",40.08333,La40,-88.21667,Lo-180-0,84.41666412,MAP600-1200,11.29166698,MAT8-15,,Maize,"Soybean, Maize",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4.333333333,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,6.77987,0.677987,6.64151,0.664151,12,12,-0.02061858,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5256,-0.133748855
85,NA,"Neupane et al., 2021",2021,the Northwestern Illinois Agricultural Research and Demonstration Center,"40°55_N, 90°43_W",40.91667,La40,-90.71667,Lo-180-0,79.25,MAP600-1200,10.22499943,MAT8-15,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4.333333333,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,5.23077,0.523077,5.02198,0.502198,12,12,-0.040734217,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5614,-0.113827563
85,NA,"Neupane et al., 2021",2021,the Northwestern Illinois Agricultural Research and Demonstration Center,"40°55_N, 90°43_W",40.91667,La40,-90.71667,Lo-180-0,79.25,MAP600-1200,10.22499943,MAT8-15,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D10-20,,6.5,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,5.23077,0.523077,4.56044,0.456044,12,12,-0.137139385,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5614,-0.156022755
85,NA,"Neupane et al., 2021",2021,the Northwestern Illinois Agricultural Research and Demonstration Center,"40°55_N, 90°43_W",40.91667,La40,-90.71667,Lo-180-0,79.25,MAP600-1200,10.22499943,MAT8-15,,Maize,"Soybean, Maize",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4.333333333,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,5.23077,0.523077,5.16484,0.516484,12,12,-0.01268437,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5614,-0.173666565
85,NA,"Neupane et al., 2021",2021,the Crop Sciences Research and Education Center at Urbana,"40°5_N, 88°13_W",40.08333,La40,-88.21667,Lo-180-0,84.41666412,MAP600-1200,11.29166698,MAT8-15,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4.333333333,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,5.18411,0.518411,5.01148,0.501148,12,12,-0.033866897,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5256,-0.090337783
85,NA,"Neupane et al., 2021",2021,the Crop Sciences Research and Education Center at Urbana,"40°5_N, 88°13_W",40.08333,La40,-88.21667,Lo-180-0,84.41666412,MAP600-1200,11.29166698,MAT8-15,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D10-20,,6.5,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,5.18411,0.518411,4.68389,0.468389,12,12,-0.101469217,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5256,-0.122503062
85,NA,"Neupane et al., 2021",2021,the Crop Sciences Research and Education Center at Urbana,"40°5_N, 88°13_W",40.08333,La40,-88.21667,Lo-180-0,84.41666412,MAP600-1200,11.29166698,MAT8-15,,Maize,"Soybean, Maize",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Vegetative stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4.333333333,2,R2,13,ITS1,,Fungal Shannon,Fungal Shannon,5.18411,0.518411,4.97439,0.497439,12,12,-0.041295428,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,5256,-0.133748855
88,88A,"Orrù et al., 2021",2021,"Foggia Province, Southern Italy, Apulia region","41°27_57.3__N, 15°30_19.8__E",41.465917,La40,15.5055,Lo-0-180,41.33333206,MAP600,15.66666698,MAT15,,Wheat,"Wheat, Tick bean",Tick bean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Unknow,No_tillage,No_retention,Fertilizer,D3-5,D5-10,,4.5,2,R2,9,ITS1,,Fungal Shannon,Fungal Shannon,4.002,1.213948104,3.705,0.638566102,4,4,-0.077110977,0.030429433,,,,,7.79,0,,1.66,0,,NA,NA,,0.131,-0.023167059,,NA,NA,,NA,NA,,240.7,0.256884448,,1974,-0.134950839,,NA,NA,,NA,NA
88,88B,"Orrù et al., 2021",2021,"Foggia Province, Southern Italy, Apulia region","41°27_57.3__N, 15°30_19.8__E",41.465917,La40,15.5055,Lo-0-180,41.33333206,MAP600,15.66666698,MAT15,,Wheat,"Wheat, Tick bean",Tick bean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Unknow,Tillage,Retention,Fertilizer,D3-5,D5-10,,4.5,2,R2,9,ITS1,,Fungal Shannon,Fungal Shannon,3.4675,0.376330971,3.27,0.176635217,4,5,-0.058643888,0.003528305,,,,,7.85,0.001273075,,1.59,0.030962226,,NA,NA,,0.101,0.085359849,,NA,NA,,NA,NA,,171.8,0.337220335,,1559.7,-0.030729584,,NA,NA,,NA,NA
91,91D,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Potato, Oat, Faba bean","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,ITS1,,Fungal Shannon,Fungal Shannon,6.4,0.346410162,6.4,0.519615242,3,3,0,0.003173828,,,,,8.1,0,,0.837209302,0.130053128,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,17.7,-0.126293725,,28.9,0.063673095,,64.8,0.110900696,,NA,NA
91,91E,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Oat, Faba bean, Potato","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,ITS1,,Fungal Shannon,Fungal Shannon,6.4,0.346410162,6.5,0.346410162,3,3,0.015504187,0.001923308,,,,,8.1,0,,0.837209302,0.117783036,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,17.7,-0.241675799,,28.9,-0.490276956,,64.8,0.055528142,,NA,NA
91,91F,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Faba bean, Potato, Oat","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,ITS1,,Fungal Shannon,Fungal Shannon,6.4,0.346410162,6.5,0.173205081,3,3,0.015504187,0.001213249,,,,,8.1,0,,0.837209302,0.105360516,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,17.7,-0.263494847,,28.9,-0.358158991,,64.8,0.08288766,,NA,NA
91,91J,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Potato, Oat, Faba bean","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,ITS1,,Fungal Shannon,Fungal Shannon,5,0.692820323,5.4,0.692820323,3,3,0.076961041,0.011886968,,,,,8.2,0,,0.870069606,0.058268908,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,101.7,0.034786116,,219.3,0.038904974,,64.2,0.125712745,,NA,NA
91,91K,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Oat, Faba bean, Potato","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,ITS1,,Fungal Shannon,Fungal Shannon,5,0.692820323,6.3,0.346410162,3,3,0.231111721,0.007407811,,,,,8.2,-0.012270093,,0.870069606,0.101352494,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,101.7,-0.019861626,,219.3,-0.752803279,,64.2,0.036701367,,NA,NA
91,91L,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Faba bean, Potato, Oat","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,ITS1,,Fungal Shannon,Fungal Shannon,5,0.692820323,6.4,0.173205081,3,3,0.246860078,0.006644141,,,,,8.2,-0.012270093,,0.870069606,0.026317308,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,101.7,-0.034003276,,219.3,-0.102173625,,64.2,0.047157026,,NA,NA
98,,"Song et al., 2022 (a)",2022,"Nenjiang County, Heilongjiang Province, China","124.933333°E, 49°N",49,La40,124.933333,Lo-0-180,40.33333206,MAP600,0.741666794,MAT8,,Soybean,"Maize, Soyben",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D5-10,D10-20,,6,2,R2,12,ITS1,,Fungal Shannon,Fungal Shannon,4.45152,0.473565957,3.62727,0.385879787,3,3,-0.204765312,0.007544892,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
98,,"Song et al., 2022 (a)",2022,"Nenjiang County, Heilongjiang Province, China","124.933333°E, 49°N",49,La40,124.933333,Lo-0-180,40.33333206,MAP600,0.741666794,MAT8,,Soybean,"Wheat, Soyben",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D5-10,D10-20,,6,2,R2,12,ITS1,,Fungal Shannon,Fungal Shannon,4.45152,0.473565957,4.07576,0.433591489,3,3,-0.088188379,0.007544892,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
99,99A,"Song et al., 2022 (b)",2022,Nenjiang County,"49˚N, 124˚680_E",49,La40,126.33333,Lo-0-180,44.16666794,MAP600,-0.341666549,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D10-20,,6,2,R2,12,ITS1,,Fungal Shannon,Fungal Shannon,4.38,0.121243557,3.56,0.242487113,3,3,-0.20728818,0.001801938,,,,,6.235849057,0.001511716,,4.224488903,-0.475198446,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,25.15384615,0.42664593,,324.4230769,-0.757409115,,388.4615385,-0.214517497,,NA,NA
99,99B,"Song et al., 2022 (b)",2022,Nenjiang County,"49˚N, 124˚680_E",49,La40,126.33333,Lo-0-180,44.16666794,MAP600,-0.341666549,MAT8,,Soybean,"Wheat, Soybean",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D10-20,,6,2,R2,12,ITS1,,Fungal Shannon,Fungal Shannon,4.38,0.121243557,4.11,0.121243557,3,3,-0.063625696,0.000545492,,,,,6.235849057,-0.007897975,,4.224488903,-0.475198446,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,25.15384615,0.636528287,,324.4230769,-0.337302457,,388.4615385,-0.448455293,,NA,NA
100,100C,"Sun et al., 2024",2024,"Laixi experimental station of Shandong Peanut Research Institute, Shandong Province, China","36°48_47’’N, 120°30‘17’’E",36.813056,La20-40,120.504722,Lo-0-180,59.75,MAP600-1200,12.30000019,MAT8-15,,Peanut,"Peanut, Orychophragmus violaceus",Orychophragmus violaceus,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Brassicaceae,Legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D1-3,D5-10,,3,2,R2,6,ITS1,,Fungal Shannon,Fungal Shannon,3.928993333,0.118345,3.03353,0.903784965,3,3,-0.258656286,0.029890204,,,,,5.39,0.05592079,,1.103,-0.400491098,,NA,NA,,0.051,0.057158414,,4.08,0.562412993,,3.27,-0.233132109,,NA,NA,,NA,NA,,NA,NA,,3312,0.330241687
