StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Ginseng,"Ginseng, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Araliaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,ITS1,,Fungal Shannon,Fungal Shannon,6.78545,0.678545,7.01455,0.701455,3,3,0.033205949,0.006666667,,,,,7.425,-0.018298385,,1.146930233,-0.072085481,,NA,NA,,0.134783,-0.020561171,,NA,NA,,NA,NA,,43.3155,-0.810931948,,187.701,-0.48551048,,73.7968,-0.332133507,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Maize,"Ginseng, Maize",Ginseng,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,ITS1,,Fungal Shannon,Fungal Shannon,6.99273,0.699273,6.59636,0.659636,3,3,-0.058353056,0.006666667,,,,,7.21438,0.012845488,,1.252122093,-0.340328943,,NA,NA,,0.138923,-0.078053177,,NA,NA,,NA,NA,,36.8984,0.265702172,,123.529,0.230909062,,64.1711,0.139762417,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Maize,"Ginseng, Maize",Ginseng,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,ITS1,,Fungal Shannon,Fungal Shannon,6.99273,0.699273,6.48364,0.648364,3,3,-0.075588957,0.006666667,,,,,7.21438,0.006344894,,1.252122093,-0.419003276,,NA,NA,,0.138923,-0.279940425,,NA,NA,,NA,NA,,36.8984,-0.570545692,,123.529,-0.15415068,,64.1711,-0.077960994,,NA,NA
47,,"Jiao et al., 2019",2019,"Huairou District, Beijing","116°37_E, 40°44_N",40.733333,La40,116.616667,Lo-0-180,39.5,MAP600,9.691666603,MAT8-15,,Maize,"Ginseng, Maize",Ginseng,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,10,ITS1,,Fungal Shannon,Fungal Shannon,6.99273,0.699273,7.01455,0.701455,3,3,0.003115525,0.006666667,,,,,7.21438,0.010478043,,1.252122093,-0.159836257,,NA,NA,,0.138923,-0.050814916,,NA,NA,,NA,NA,,36.8984,-0.650589599,,123.529,-0.067136155,,64.1711,-0.19237109,,NA,NA
52,52A,"Li et al., 2023 (a)",2023,"Zhaodong City, Heilongjiang Province, China","125°45_E, 46°12_N",46.2,La40,125.75,Lo-0-180,40,MAP600,3.891666651,MAT8,,Alfalfa,"Alfalfa, Oat, Tall wheatgrass","Oat, Tall wheatgrass",,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4,3,R3,12,ITS1,,Fungal Shannon,Fungal Shannon,2.78,0.278,2.7,0.27,3,3,-0.029199155,0.006666667,,,,,8.315789474,-0.026941976,,2.843387471,-0.153368992,,NA,NA,,2.74,-0.128331173,,NA,NA,,NA,NA,,61.95,-0.169140051,,50.01,-0.187011602,,NA,NA,,NA,NA
52,52B,"Li et al., 2023 (a)",2023,"Zhaodong City, Heilongjiang Province, China","125°45_E, 46°12_N",46.2,La40,125.75,Lo-0-180,40,MAP600,3.891666651,MAT8,,Alfalfa,"Alfalfa, Oat, Tall wheatgrass","Oat, Tall wheatgrass",,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4,3,R3,12,ITS1,,Fungal Shannon,Fungal Shannon,3.02,0.302,3.06,0.306,3,3,0.013158085,0.006666667,,,,,8.315789474,-0.026941976,,2.843387471,-0.153368992,,NA,NA,,2.74,-0.128331173,,NA,NA,,NA,NA,,61.95,-0.169140051,,50.01,-0.187011602,,NA,NA,,NA,NA
54,54A,"Li et al., 2022 (a)",2022,"Yishui County, Linyi City, Shandong Province, China","35°40_05_N, 118°42_45_E",35.66806,La20-40,118.7125,Lo-0-180,68.41666412,MAP600-1200,12.375,MAT8-15,,Peanut,"Rape, Peanut, Winter wheat, Summer Maize","Rape, Wheat, Maize",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Fabaceae to Multiple,Legume to Non-legume,AM to nonAM,C3 to C4,Annual to Annual,Consistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D5-10,D5-10,,10,4,R4,10,ITS1,,Fungal Shannon,Fungal Shannon,3.11,0.832826513,2.27,1.175755077,6,6,-0.314842895,0.056664589,,,,,NA,NA,,0.487209302,-0.584688843,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,0.0784,-1.604348843,,261.63,-1.007072329,,55.81,-0.435106336,,NA,NA
61,,"Li et al., 2023",2023,"Shanghai Town, Wuchuan County, Inner Mongolia","41.083°N, 111.199°E",41.083333,La40,111.2,Lo-0-180,25.08333397,MAP600,3.233333349,MAT8,,Oat,"Potato, Alfalfa, Alfalfa, Oat, Oat","Alfalfa, Oat",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Perennial,Consistent,Unknow,Rhizosphere,Coarse,Tillage,Unknow,Fertilizer,D1,D5,,1,3,R3,5,ITS1,,Fungal Shannon,Fungal Shannon,3.5,0.35,2.9,0.29,3,3,-0.188052232,0.006666667,,,,,7.9,0,,1.03,0.028710106,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
61,,"Li et al., 2023",2023,"Shanghai Town, Wuchuan County, Inner Mongolia","41.083°N, 111.199°E",41.083333,La40,111.2,Lo-0-180,25.08333397,MAP600,3.233333349,MAT8,,Oat,"Oat, Alfalfa, Alfalfa, Potato, Potatos","Alfalfa, Potato",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Perennial,Inconsistent,Unknow,Rhizosphere,Coarse,Tillage,Unknow,Fertilizer,D1,D5,,1,3,R3,5,ITS1,,Fungal Shannon,Fungal Shannon,3.5,0.35,2.8,0.28,3,3,-0.223143551,0.006666667,,,,,7.9,-0.012739026,,1.03,0.019231362,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
61,,"Li et al., 2023",2023,"Shanghai Town, Wuchuan County, Inner Mongolia","41.083°N, 111.199°E",41.083333,La40,111.2,Lo-0-180,25.08333397,MAP600,3.233333349,MAT8,,Oat,"Oat, Oat, Alfalfa, Alfalfa, Alfalfa",Alfalfa,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Perennial,Inconsistent,Unknow,Rhizosphere,Coarse,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,5,ITS1,,Fungal Shannon,Fungal Shannon,3.5,0.35,3.6,0.36,3,3,0.028170877,0.006666667,,,,,7.9,0,,1.03,0.09265883,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
61,,"Li et al., 2023",2023,"Shanghai Town, Wuchuan County, Inner Mongolia","41.083°N, 111.199°E",41.083333,La40,111.2,Lo-0-180,25.08333397,MAP600,3.233333349,MAT8,,Oat,"Potato, Potato, Oat, Oat, Oat",Oat,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Unknow,Rhizosphere,Coarse,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,5,ITS1,,Fungal Shannon,Fungal Shannon,3.5,0.35,3.3,0.33,3,3,-0.0588405,0.006666667,,,,,7.9,-0.012739026,,1.03,0.047402239,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
61,,"Li et al., 2023",2023,"Shanghai Town, Wuchuan County, Inner Mongolia","41.083°N, 111.199°E",41.083333,La40,111.2,Lo-0-180,25.08333397,MAP600,3.233333349,MAT8,,Alfalfa,"Potato, Alfalfa, Alfalfa, Oat, Oat","Alfalfa, Oat",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Fabaceae to Multiple,Legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Inconsistent,Unknow,Rhizosphere,Coarse,Tillage,Unknow,Fertilizer,D1,D5,,1,3,R3,5,ITS1,,Fungal Shannon,Fungal Shannon,3.6,0.36,2.9,0.29,3,3,-0.216223108,0.006666667,,,,,7.9,0,,0.93,0.130839601,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
61,,"Li et al., 2023",2023,"Shanghai Town, Wuchuan County, Inner Mongolia","41.083°N, 111.199°E",41.083333,La40,111.2,Lo-0-180,25.08333397,MAP600,3.233333349,MAT8,,Alfalfa,"Oat, Alfalfa, Alfalfa, Potato, Potatos","Alfalfa, Potato",,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Multiple,Legume to Non-legume,AM to AM,C3 to C3,Perennial to Perennial,Inconsistent,Unknow,Rhizosphere,Coarse,Tillage,Unknow,Fertilizer,D1,D5,,1,3,R3,5,ITS1,,Fungal Shannon,Fungal Shannon,3.6,0.36,2.8,0.28,3,3,-0.251314428,0.006666667,,,,,7.9,-0.012739026,,0.93,0.121360857,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
61,,"Li et al., 2023",2023,"Shanghai Town, Wuchuan County, Inner Mongolia","41.083°N, 111.199°E",41.083333,La40,111.2,Lo-0-180,25.08333397,MAP600,3.233333349,MAT8,,Alfalfa,"Oat, Oat, Alfalfa, Alfalfa, Alfalfa",Alfalfa,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Fabaceae,Legume to Legume,AM to AM,C3 to C3,Perennial to Perennial,Consistent,Unknow,Rhizosphere,Coarse,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,5,ITS1,,Fungal Shannon,Fungal Shannon,3.6,0.36,3.6,0.36,3,3,0,0.006666667,,,,,7.8,0.012739026,,0.93,0.194788326,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
61,,"Li et al., 2023",2023,"Shanghai Town, Wuchuan County, Inner Mongolia","41.083°N, 111.199°E",41.083333,La40,111.2,Lo-0-180,25.08333397,MAP600,3.233333349,MAT8,,Potato,"Potato, Alfalfa, Alfalfa, Oat, Oat","Alfalfa, Oat",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Perennial,Inconsistent,Unknow,Rhizosphere,Coarse,Tillage,Unknow,Fertilizer,D1,D5,,1,3,R3,5,ITS1,,Fungal Shannon,Fungal Shannon,3.5,0.35,2.9,0.29,3,3,-0.188052232,0.006666667,,,,,7.8,0.012739026,,0.96,0.099090903,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
61,,"Li et al., 2023",2023,"Shanghai Town, Wuchuan County, Inner Mongolia","41.083°N, 111.199°E",41.083333,La40,111.2,Lo-0-180,25.08333397,MAP600,3.233333349,MAT8,,Potato,"Oat, Alfalfa, Alfalfa, Potato, Potatos","Alfalfa, Potato",,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Perennial,Consistent,Unknow,Rhizosphere,Coarse,Tillage,Unknow,Fertilizer,D1,D5,,1,3,R3,5,ITS1,,Fungal Shannon,Fungal Shannon,3.5,0.35,2.8,0.28,3,3,-0.223143551,0.006666667,,,,,7.8,0,,0.96,0.089612159,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
62,62C,"Lin et al., 2023",2023,"Agricultural Science Center Community Sugar Beet Research Institute, City of Shihezi, Xinjiang autonomous region","86°03_E, 44°19_N",44.316667,La40,86.05,Lo-0-180,12.58333302,MAP600,9.058333397,MAT8-15,,Sugar beet,"Winter wheat, Sugar beet",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Amaranthaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Rhizosphere,Medium,Unknow,Unknow,Unknow,D10,D30,,17,2,R2,34,ITS2,,Fungal Shannon,Fungal Shannon,514.1,51.41,426.5,42.65,3,3,-0.186805432,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
62,62D,"Lin et al., 2023",2023,"Agricultural Science Center Community Sugar Beet Research Institute, City of Shihezi, Xinjiang autonomous region","86°03_E, 44°19_N",44.316667,La40,86.05,Lo-0-180,12.58333302,MAP600,9.058333397,MAT8-15,,Sugar beet,"Winter wheat, Sugar beet",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Amaranthaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Rhizosphere,Medium,Unknow,Unknow,Unknow,D10,D30,,17,2,R2,34,ITS2,,Fungal Shannon,Fungal Shannon,403,40.3,457.4,45.74,3,3,0.12662172,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
62,62G,"Lin et al., 2023",2023,"Agricultural Science Center Community Sugar Beet Research Institute, City of Shihezi, Xinjiang autonomous region","86°03_E, 44°19_N",44.316667,La40,86.05,Lo-0-180,12.58333302,MAP600,9.058333397,MAT8-15,,Sugar beet,"Winter wheat, Sugar beet",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Amaranthaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D10,D30,,17,2,R2,34,ITS2,,Fungal Shannon,Fungal Shannon,8.91,0.891,9.01,0.901,3,3,0.01116083,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
62,62H,"Lin et al., 2023",2023,"Agricultural Science Center Community Sugar Beet Research Institute, City of Shihezi, Xinjiang autonomous region","86°03_E, 44°19_N",44.316667,La40,86.05,Lo-0-180,12.58333302,MAP600,9.058333397,MAT8-15,,Sugar beet,"Winter wheat, Sugar beet",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Amaranthaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D10,D30,,17,2,R2,34,ITS2,,Fungal Shannon,Fungal Shannon,9.08,0.908,9.38,0.938,3,3,0.03250557,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
63,63A,"Liu et al., 2024 (a)",2024,"Hailun Agricultural Ecological Experimental Station of the Chinese Academy of Sciences in Hailun City, Heilongjiang Province","47°27_N, 126°41_E ",47.45,La40,126.68333,Lo-0-180,42.83333206,MAP600,2.291666508,MAT8,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Rhizosphere,Unknow,Tillage,No_retention,No_Fertilizer,D5-10,D5-10,,10,2,R2,10,ITS2,,Fungal Shannon,Fungal Shannon,3.6,0.24364984,2.632258065,0.256902626,5,5,-0.313091788,0.002821197,,,,,6.064285714,0.003136028,,2.908141742,-0.181415349,,NA,NA,,0.159341772,-0.1917077,,NA,NA,,NA,NA,,20.86956522,-0.0104713,,NA,NA,,NA,NA,,NA,NA
63,63B,"Liu et al., 2024 (a)",2024,"Hailun Agricultural Ecological Experimental Station of the Chinese Academy of Sciences in Hailun City, Heilongjiang Province","47°27_N, 126°41_E ",47.45,La40,126.68333,Lo-0-180,42.83333206,MAP600,2.291666508,MAT8,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Rhizosphere,Unknow,Tillage,No_retention,Fertilizer,D5-10,D5-10,,10,2,R2,10,ITS2,,Fungal Shannon,Fungal Shannon,3.229032258,0.226496641,2.822580645,0.350783277,5,5,-0.134530893,0.004073011,,,,,5.873809524,0.044011067,,2.591752795,0.10010768,,NA,NA,,0.151063291,0.090775025,,NA,NA,,NA,NA,,61.84782609,-0.191147739,,NA,NA,,NA,NA,,NA,NA
63,63C,"Liu et al., 2024 (a)",2024,"Hailun Agricultural Ecological Experimental Station of the Chinese Academy of Sciences in Hailun City, Heilongjiang Province","47°27_N, 126°41_E",47.45,La40,126.68333,Lo-0-180,42.83333206,MAP600,2.291666508,MAT8,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Rhizosphere,Unknow,Tillage,Retention,Fertilizer,D5-10,D5-10,,10,2,R2,10,ITS2,,Fungal Shannon,Fungal Shannon,3.770967742,0.268779567,3.296774194,0.569745365,5,5,-0.134387191,0.006989339,,,,,5.71031746,0.007477188,,3.393271462,-0.074167743,,NA,NA,,0.182278481,-0.021904835,,NA,NA,,NA,NA,,83.80434783,-0.678980814,,NA,NA,,NA,NA,,NA,NA
64,64A,"Liu et al., 2019 (a)",2019,"Hailun Experimental Station of Agricultural Ecology, Heilongjiang Province in northeast China","47°26_N, 126°38_E",47.43333,La40,126.63333,Lo-0-180,42.58333206,MAP600,2.291666508,MAT8,,Soybean,"Wheat, Maize, Soybean","Wheat, Maize",,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D20-30,,9,3,R3,27,ITS1,,Fungal Shannon,Fungal Shannon,3.558510638,0.079787234,3.085106383,0.10106383,3,3,-0.142755957,0.000525284,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2285.714286,0.214409871
64,64B,"Liu et al., 2019 (a)",2020,"Hailun Experimental Station of Agricultural Ecology, Heilongjiang Province in northeast China","47°26_N, 126°38_E",47.43333,La40,126.63333,Lo-0-180,42.58333206,MAP600,2.291666508,MAT8,,Soybean,"Wheat, Soybean, Soybean",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D20-30,,9,2,R2,27,ITS1,,Fungal Shannon,Fungal Shannon,3.558510638,0.079787234,3.728723404,0.132978723,3,3,0.046723827,0.000591533,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2285.714286,0.073331273
65,65A,"Liu et al., 2020 (a)",2020,"Hailun Experimental Station of Agricultural Ecology, Heilongjiang Province in Northeast China","47°26_N, 126°38_E",47.43333,La40,126.63333,Lo-0-180,42.58333206,MAP600,2.291666508,MAT8,,Soybean,"Wheat, Maize, Soybean","Wheat, Maize",,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D5-10,D20-30,,9,3,R3,27,ITS1,,Fungal Shannon,Fungal Shannon,3.28059,0.09723,2.8851,0.08352,6,6,-0.128463723,0.000286073,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
65,65B,"Liu et al., 2020 (a)",2020,"Hailun Experimental Station of Agricultural Ecology, Heilongjiang Province in Northeast China","47°26_N, 126°38_E",47.43333,La40,126.63333,Lo-0-180,42.58333206,MAP600,2.291666508,MAT8,,Maize,"Wheat, Maize, Soybean","Wheat, Soybean",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D5-10,D20-30,,9,3,R3,27,ITS1,,Fungal Shannon,Fungal Shannon,2.82794,0.33335,3.16859,0.11111,6,6,0.113738163,0.002520782,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
65,65C,"Liu et al., 2020 (a)",2020,"Hailun Experimental Station of Agricultural Ecology, Heilongjiang Province in Northeast China","47°26_N, 126°38_E",47.43333,La40,126.63333,Lo-0-180,42.58333206,MAP600,2.291666508,MAT8,,Wheat,"Wheat, Maize, Soybean","Maize, Soybean",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D5-10,D20-30,,9,3,R3,27,ITS1,,Fungal Shannon,Fungal Shannon,3.59756,0.12483,3.52135,0.08351,6,6,-0.021411399,0.000294401,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
66,66C,"Liu et al., 2023 (a)",2017,Heihe Branch of Heilongjiang Academy of Agricultural Sciences in northeast China,50°15_12+W670+F676+W670+F676+W+F676,50.25333,La40,127.46111,Lo-0-180,45.75,MAP600,0.708333373,MAT8,,Rice,"Rice, Ryegrass",Ryegrass,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,2,ITS1,,Fungal Shannon,Fungal Shannon,5.934183333,0.669042594,3.81104,1.813984094,3,3,-0.442827299,0.079756484,,,,,9.378947368,0.054598712,,0.592,-0.095648075,,NA,NA,,0.064,-0.015748357,,NA,NA,,NA,NA,,49.6,0.031748698,,NA,NA,,NA,NA,,6750,-0.101253734
66,66D,"Liu et al., 2023 (a)",2017,Heihe Branch of Heilongjiang Academy of Agricultural Sciences in northeast China,"50°15_12__N, 127°27_40__E",50.25333,La40,127.46111,Lo-0-180,45.75,MAP600,0.708333373,MAT8,,Rice,"Rice, Sorghum",Sorghum,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,2,ITS1,,Fungal Shannon,Fungal Shannon,5.934183333,0.669042594,4.20382,0.792346837,3,3,-0.344735781,0.016078952,,,,,9.378947368,0.04391485,,0.592,-0.118205422,,NA,NA,,0.064,-0.015748357,,NA,NA,,NA,NA,,49.6,0.049174115,,NA,NA,,NA,NA,,6750,-0.241835684
67,67A,"Liu et al., 2019 (b)",2019,Heihe Branch of Heilongjiang Academy of Agricultural Sciences in Northeast PR China,"50°15_12__N, 127°27_40__E",50.25333,La40,127.46111,Lo-0-180,45.75,MAP600,0.708333373,MAT8,,Soybean,"Soybean, Maize, Soybean, Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1-3,D5,,2,2,R2,4,ITS1,,Fungal Shannon,Fungal Shannon,5.82707,0.582707,6.3584,0.63584,12,12,0.087262472,0.001666667,,,,,4.61,0.085202077,,NA,NA,,1.846,0.010239917,,0.137,0.239074373,,6.62,-0.113449539,,122.14,-0.063458378,,15.67,0.406953045,,122.15,0.498900524,,176.82,0.198524457,,NA,NA
67,67B,"Liu et al., 2019 (b)",2019,Heihe Branch of Heilongjiang Academy of Agricultural Sciences in Northeast PR China,"50°15_12__N, 127°27_40__E",50.25333,La40,127.46111,Lo-0-180,45.75,MAP600,0.708333373,MAT8,,Soybean,"Soybean, Maize, Soybean, Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D1-3,D5,,2,2,R2,4,ITS1,,Fungal Shannon,Fungal Shannon,4.25313,0.425313,6.24812,0.624812,12,12,0.384625436,0.001666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
