StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Longitude,MAPmean,MATmean,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,BacterialPrimer,FungalPrimer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
B23,B23A,"Liu et al., 2024 (c)",2024,"Weishan County, Dali Autonomous Prefecture, Yunnan Province, China","100.30°E, 25.23°N ",25.23,100.3,73,17.23333359,,Tobacco,"Tobacco, Barley",Barley,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D2,,1,2,R2,2,V3-V4,ITS1,,Fungal Simpson,Fungal Simpson,0.05,0.01,0.11,0.04,3,3,0.78845736,0.057410468,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
B23,B23B,"Liu et al., 2024 (c)",2024,"Weishan County, Dali Autonomous Prefecture, Yunnan Province, China","100.30°E, 25.23°N ",25.23,100.3,73,17.23333359,,Tobacco,"Tobacco, Rape",Rapeseed,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D2,,1,2,R2,2,V3-V4,ITS1,,Fungal Simpson,Fungal Simpson,0.05,0.01,0.08,0.04,3,3,0.470003629,0.096666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D13,NA,"Feng et al., 2022",2022,Taizhou,"32.4552°N, 120.8697°E",32.4552,120.8697,84.91666412,15,,Tomato,"Tomato, Eggplant",Eggplant,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D2,,1,2,R2,2,V4-V5,ITS2,,Fungal Simpson,Fungal Simpson,0.9145,0.09145,0.967,0.0967,5,5,0.055821028,0.004,,,,,7.95,-0.064957896,,1.545823666,-0.032414659,,NA,NA,,0.2,-0.105360516,,NA,NA,,NA,NA,,32.95,0.041610758,,187.5,0.110944894,,NA,NA,,NA,NA
D13,NA,"Feng et al., 2022",2022,Taizhou,"32.4552°N, 120.8697°E",32.4552,120.8697,84.91666412,15,,Tomato,"Tomato, Chinese Water Chestnut",Water chestnut,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Cyperaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Perennial,Consistent,Harvest,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D2,,1,2,R2,2,V4-V5,ITS2,,Fungal Simpson,Fungal Simpson,0.9145,0.09145,0.9784,0.09784,5,5,0.067541117,0.004,,,,,7.95,0.012500163,,1.545823666,-0.080042708,,NA,NA,,0.2,-0.105360516,,NA,NA,,NA,NA,,32.95,0.135464273,,187.5,0.183787149,,NA,NA,,NA,NA
D15,D15A,"Li et al., 2024 (c)",2024,Dongfang,"18°87_ N, 108°70_E",19.45,109.16667,118.9166641,24.31666565,,Rice,"Rice, Soybean, Rice",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D1,D1,,1,2,R2,1,V4-V5,ITS1,,Fungal Simpson,Fungal Simpson,0.79,0.08,0.92,0.04,4,4,0.152340725,0.003036282,,,,,5.65,-0.094602466,,0.141,0.238625915,,NA,NA,,0.049,0.15123097,,NA,NA,,NA,NA,,34.1,0.118760075,,95.4,0.134186314,,NA,NA,,4748.5,0.211241902
D17,D17A,"Lu et al., 2022",2022,Eerguna,"50°14' N, 120°08'E",50.23333,120.13333,33.41666794,-2.524999857,,Wheat,"Wheat, Wheat, Rapeseed",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1,D3,,1,2,R2,3,NA,ITS2,,Fungal Simpson,Fungal Simpson,0.89,0.335410197,0.91,0.178885438,5,5,0.022223137,0.03613404,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D17,D17B,"Lu et al., 2022",2022,Eerguna,"50°14' N, 120°08'E",50.23333,120.13333,33.41666794,-2.524999857,,Wheat,"Wheat, Wheat, Milk Thistle",Milk Thistle,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Asteraceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1,D3,,1,2,R2,3,NA,ITS2,,Fungal Simpson,Fungal Simpson,0.89,0.335410197,0.95,0.089442719,5,5,0.065240522,0.030178358,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D17,D17C,"Lu et al., 2022",2022,Eerguna,"50°14' N, 120°08'E",50.23333,120.13333,33.41666794,-2.524999857,,Wheat,"Wheat, Wheat, Potato",Potato,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1,D3,,1,2,R2,3,NA,ITS2,,Fungal Simpson,Fungal Simpson,0.89,0.335410197,0.92,0.156524758,5,5,0.033152207,0.034194729,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D17,D17D,"Lu et al., 2022",2022,Eerguna,"50°14' N, 120°08'E",50.23333,120.13333,33.41666794,-2.524999857,,Wheat,"Wheat, Wheat, Beet",Beetroot,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Amaranthaceae (__),Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Perennial,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1,D3,,1,2,R2,3,NA,ITS2,,Fungal Simpson,Fungal Simpson,0.89,0.335410197,0.89,0.134164079,5,5,0,0.032950385,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D19,D19A,"Huang et al., 2023",2023,Jiaxing,"30.8333°N, 120.9111°E",30.8333,120.9111,91,16.29166603,,Melon,"Melon, Rice",Rice,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Cucurbitaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D1,,1,2,R2,1,NA,ITS1,,Fungal Simpson,Fungal Simpson,0.86,0.069282032,0.91,0.051961524,3,3,0.05651221,0.003250157,,,,,6.205882353,-0.0264121,,1.798143852,0.067558151,,NA,NA,,0.229591837,0.004434597,,47.75510204,-0.411895998,,3.959183673,-0.074901308,,275.5813953,-0.106767975,,435,-0.015444322,,NA,NA,,NA,NA
D19,D19C,"Huang et al., 2023",2023,Ningbo,"29.8784°N, 121.5480°E",29.8784,121.548,106.5,17.20833397,,Melon,"Melon, Barley",Barley,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Cucurbitaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D1,,1,2,R2,1,NA,ITS1,,Fungal Simpson,Fungal Simpson,0.87,0.121243557,0.89,0.121243557,3,3,0.022728251,0.012659862,,,,,5.117647059,0.058594164,,1.759474091,-0.2135741,,NA,NA,,0.205102041,-0.240709875,,13.87755102,-1.386294361,,9.346938776,-1.426388818,,60.46511628,-0.395895657,,88.33333333,-0.099090903,,NA,NA,,NA,NA
R9,R9A,"Wang et al., 2025(a)",2025,"Wenshan Prefecture, Yunnan Province","23°7_43.3_N, 104°42_0.6_E",23.1287,104.7002,127.9166641,18.04166603,,Tobacco,"Tobacco, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D2,,1,2,R2,2,NA,ITS1,,Fungal Simpson,Fungal Simpson,0.07642666,0.02765437,0.1753066,0.005925926,3,3,0.830204853,0.04402408,,,,,4.28,0.147452731,,2.711,0.049650485,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,86.81,0.114796333,,222.13,-0.552326881,,133.55,0.358006891,,NA,NA
R13,R13A,"Shen et al., 2024",2024,"Lujiang Dam in Baoshan, Yunnan","24.94°N, 98.87°E",24.94,98.87,121.1666641,20.58333397,,Cigar tobacco,"Cigar tobacco, Marigold, Cigar tobacco, Marigold",Marigold,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Asteraceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1-3,D2,,2,2,R2,2,NA,ITS1,,Fungal Simpson,Fungal Simpson,6.3022,0.103923048,7.2999,0.055425626,3,3,0.146961871,0.000109856,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
R13,R13B,"Shen et al., 2024",2024,"Lujiang Dam in Baoshan, Yunnan","24.94°N, 98.87°E",24.94,98.87,121.1666641,20.58333397,,Cigar tobacco,"Cigar tobacco, Maize, Cigar tobacco, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1-3,D2,,2,2,R2,2,NA,ITS1,,Fungal Simpson,Fungal Simpson,6.3022,0.103923048,6.7109,0.001732051,3,3,0.062834291,9.06618E-05,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
R13,R13C,"Shen et al., 2024",2024,"Lujiang Dam in Baoshan, Yunnan","24.94°N, 98.87°E",24.94,98.87,121.1666641,20.58333397,,Cigar tobacco,"Cigar tobacco, Rice, Cigar tobacco, Rice",Rice,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1-3,D2,,2,2,R2,2,NA,ITS1,,Fungal Simpson,Fungal Simpson,6.3022,0.103923048,6.3069,0.096994845,3,3,0.000745493,0.000169479,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
R18,R18A,"Zhao et al., 2025",2025,"Sanyuanyu Town, Liuhe County, Tonghua City, Jilin Province","42°03'08""N 125°45'31""E",42.0522,125.7586,70.41666412,4.766666889,,Tobacco,"Maize, Maize, Tobacco",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Maturity stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D3,,1,2,R2,3,V3-V4,ITS1 + 5.8S + ITS2,,Fungal Simpson,Fungal Simpson,0.9696,0.006,0.9657,0.0051,3,3,-0.004030388,2.20611E-05,,,,,4.87288,0.034191072,,0.538263341,0.397828706,,NA,NA,,0.148305,0.251315177,,NA,NA,,NA,NA,,14.322,-0.102733982,,381.356,0.635988612,,NA,NA,,NA,NA
R20,R20A,"Xue et al., 2025",2025,"Wuhu Tobacco Station, Wuhu City, Anhui Province","31°13'40""N 118°31'10""E",31.2278,118.5194,98.33333588,16.11666679,,Tobacco,"Tobacco, Rice",Rice,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1-3,D5,,2.5,2,R2,5,V3-V4,18S,,Fungal Simpson,Fungal Simpson,0.91,0.134164079,0.9,0.156524758,5,5,-0.011049836,0.010396684,,,,,5.04,0.019646997,,1.447795824,0.087411938,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,27.32,0.445173745,,198.8,0.33099593,,NA,NA,,NA,NA
